English,English Hotkey,Localised,Localised Hotkey,Category,Type,Environment,Product Name,Comments
On/Off,,På/Av,,TXT,,WIN,Access,Ver 2.0.
Open,O,Åpne,p,BUT,,WIN,Access,Ver 2.0.
Open Database,,Åpne database,,TDB,,WIN,Access,Ver 2.0.
Open Database,,Åpne database,,GBN,,WIN,Access,Ver 2.0. Tooltip text
Open Database...\\tCtrl+O,O,Åpne database...\\tCtrl+O,p,COM,,WIN,Access,Ver 2.0.
Open Exclusive,x,Åpne alene,n,CHX,,WIN,Access,Ver 2.0. Dynamic checkbox in permissions dialog
Open form '|',,Åpne skjemaet \@|\@,,TXT,,WIN,Access,Ver 2.0.
Open table '|',,Åpne tabellen \@|\@,,TXT,,WIN,Access,Ver 2.0.
Open/Run,p,Åpne/kjøre,Å,BUT,,WIN,Access,Ver 2.0.
OpenDatabase,,Åpne database,,TXT,,WIN,Access,Ver 2.0. Menu item command (only appears in error messageboxes)
OpenForm,,ÅpneSkjema,,MAC,,WIN,Access,Ver 2.0.
OpenModule,,ÅpneModul,,MAC,,WIN,Access,Ver 2.0. Status bar text for menu item
OpenQuery,,ÅpneSpørring,,MAC,,WIN,Access,Ver 2.0.
OpenReport,,ÅpneRapport,,MAC,,WIN,Access,Ver 2.0.
OpenTable,,ÅpneTabell,,MAC,,WIN,Access,Ver 2.0.
Operators,,Operatorer,,TXT,,WIN,Access,Ver 2.0. Strings found in Expression Builder
Option Button,,Alternativknapp,,TDB,,WIN,Access,Ver 2.0. Title of Property Box
Option Group,,Alternativgruppe,,TDB,,WIN,Access,Ver 2.0. Title of Property Box
Option Value,,Alternativverdi,,TXT,,WIN,Access,Ver 2.0. Property or event
Options,,Alternativer,,ARG,,WIN,Access,Ver 2.0. Macro Argument name
Options >>,O,Alternativer >>,A,BUT,,WIN,Access,Ver 2.0.
Options...,O,Alternativer...,A,COM,,WIN,Access,Ver 2.0.
Options...,O,Alternativer...,A,BUT,,WIN,Access,Ver 2.0.
or:,,eller:,,TXT,,WIN,Access,Ver 2.0. Text in QBE grid
Orientation,,Retning,,BUT,,WIN,Access,Ver 2.0.
Other Properties,,Andre egenskaper,,TXT,,WIN,Access,Ver 2.0. Listbox item
Output,,Utdata,,BUT,,WIN,Access,Ver 2.0.
Output All Fields,,Lagre alle felt,,TXT,,WIN,Access,Ver 2.0. Options Preference Items
Output File,,Utdatafil,,ARG,,WIN,Access,Ver 2.0. Macro action argument
Output Format,,Utdataformat,,ARG,,WIN,Access,Ver 2.0. Macro action argument
Output To,,Utdata til,,TDB,,WIN,Access,Ver 2.0.
Output to,,Utdata til,,GBN,,WIN,Access,Ver 2.0. Tooltip text
Output To Notepad,,Utdata til Notisblokk,,TXT,,WIN,Access,Ver 2.0. Status bar text for menu item or toolbar button
Output To RTF,,Utdata til RTF-format,,TXT,,WIN,Access,Ver 2.0. Status bar text for menu item
Output To Text,,Utdata til tekst,,TXT,,WIN,Access,Ver 2.0. Status bar text for menu item
Output To...,T,Utdata til...,t,COM,,WIN,Access,Ver 2.0.
Output To...,,Utdata til...,,COM,,WIN,Access,Ver 2.0. Popup menu item (no hotkey)
Outputting,,Sender utdata,,TXT,,WIN,Access,Ver 2.0.
Outputting object,,Sender objektet som utdata,,TXT,,WIN,Access,Ver 2.0. Progress indication
OutputTo,,Utdata,,MAC,,WIN,Access,Ver 2.0.
Overlap Flags,,Overlappingsflagg,,TXT,,WIN,Access,Ver 2.0. Property or event
Owner's,,Eierens,,TXT,,WIN,Access,Ver 2.0.
Page,,Side,,TXT,,WIN,Access,Ver 2.0. Property or event
Page |1,,Side |1,,TXT,,WIN,Access,Ver 2.0.
Page Break,,Sideskift,,TDB,,WIN,Access,Ver 2.0. Title of Property Box
Page Footer,,BunntekstPåSide,,TXT,,WIN,Access,Ver 2.0. Property or event
Page From,,Fra side,,ARG,,WIN,Access,Ver 2.0. Macro Argument name
Page Header,,TopptekstPåSide,,TXT,,WIN,Access,Ver 2.0. Property or event
Page Header/Footer,P,Topptekst/bunntekst på side,s,COM,,WIN,Access,Ver 2.0.
Page Header/Footer,,Topptekst/bunntekst på side,,GBN,,WIN,Access,Ver 2.0. Tooltip text
Page N of M,,Side N av M,,TXT,,WIN,Access,Ver 2.0. Strings found in Expression Builder
Page Number,,Sidetall,,ARG,,WIN,Access,Ver 2.0. Macro Argument name
Page To,,Til side,,ARG,,WIN,Access,Ver 2.0. Macro Argument name
Page:,,Side:,,TXT,,WIN,Access,Ver 2.0.
PageHdr/Ftr,,Topptekst/bunntekst på side,,TXT,,WIN,Access,Ver 2.0. Menu item command (only appears in error messageboxes)
PageHeader,,Topptekst på side,,TXT,,WIN,Access,Ver 2.0.
Pages,P,Sider,S,BUT,,WIN,Access,Ver 2.0.
Pages,,Sider,,TXT,,WIN,Access,Ver 2.0. Property or event
Paint Palette,,Fargepalett,,TXT,,WIN,Access,Ver 2.0. Property or event
Palette,a,Palett,P,COM,,WIN,Access,Ver 2.0.
Palette,,Palett,,GBN,,WIN,Access,Ver 2.0. Tooltip text
Palette Button,,Palettknapp,,TDB,,WIN,Access,Ver 2.0. Title of Property Box
Palette Source,,Palett,,TXT,,WIN,Access,Ver 2.0. Property or event
Paper,,Papir,,BUT,,WIN,Access,Ver 2.0.
Parameter Query,,Parameterspørring,,GBN,,WIN,Access,Ver 2.0. Tooltip text
Parameters,,Parametere,,TXT,,WIN,Access,Ver 2.0. Menu item command (only appears in error messageboxes)
Parameters...,m,Parametere...,m,COM,,WIN,Access,Ver 2.0.
Parameters...,,Parametere...,,COM,,WIN,Access,Ver 2.0. Popup menu item (no hotkey)
Parent,,Overordnet,,TXT,,WIN,Access,Ver 2.0. Property or event
Partially Enclosed,,Delvis omsluttet,,TXT,,WIN,Access,Ver 2.0.
Pass-Through,P,Direkte,i,COM,,WIN,Access,Ver 2.0. Item in a submenu
Password,,Passord,,TXT,,WIN,Access,Ver 2.0.
Password for |1:,,Passord for |1:,,TXT,,WIN,Access,Ver 2.0.
Paste,P,Lim inn,L,BUT,,WIN,Access,Ver 2.0.
Paste,,Lim inn,,GBN,,WIN,Access,Ver 2.0. Tooltip text
Paste Append,d,Lim inn føy til,f,COM,,WIN,Access,Ver 2.0.
Paste Append,,Lim inn føy til,,GBN,,WIN,Access,Ver 2.0. Tooltip text
Paste As,,Lim inn som,,TDB,,WIN,Access,Ver 2.0.
Paste Errors,,Innlimingsfeil,,TXT,,WIN,Access,Ver 2.0. Table name which holds records that failed to paste in a paster operation
Paste in Progress,,Limer inn,,TXT,,WIN,Access,Ver 2.0. Progress indication
Paste Link,L,Lim inn kobling,k,BUT,,WIN,Access,Ver 2.0.
Paste Link,,Lim inn kobling,,GBN,,WIN,Access,Ver 2.0. Tooltip text
Paste Link...,L,Lim inn kobling...,k,COM,,WIN,Access,Ver 2.0.
Paste Special,,Lim inn utvalg,,TDB,,WIN,Access,Ver 2.0.
Paste Special,,Lim inn utvalg,,GBN,,WIN,Access,Ver 2.0. Tooltip text
Paste Special...,S,Lim inn utvalg...,t,COM,,WIN,Access,Ver 2.0.
Paste Table As,,Lim inn tabell som,,TDB,,WIN,Access,Ver 2.0.
Paste\\tCtrl+V,P,Lim inn\\tCtrl+V,L,COM,,WIN,Access,Ver 2.0.
PasteAppend,,Lim inn føy til,,TXT,,WIN,Access,Ver 2.0. Menu item command (only appears in error messageboxes)
PasteLink,,Lim inn kobling,,TXT,,WIN,Access,Ver 2.0. Menu item command (only appears in error messageboxes)
PasteSpecial,,Lim inn utvalg,,TXT,,WIN,Access,Ver 2.0. Menu item command (only appears in error messageboxes)
Percent,,Prosent,,TXT,,WIN,Access,Ver 2.0. Listbox item : Number format
Permissions,,Tillatelser,,TDB,,WIN,Access,Ver 2.0.
Permissions,,Tillatelser,,TXT,,WIN,Access,Ver 2.0. Menu item command (only appears in error messageboxes)
Permissions...,P,Tillatelser...,T,COM,,WIN,Access,Ver 2.0.
Personal ID:,P,Personlig ID:,P,TXB,,WIN,Access,Ver 2.0.
Pick a new appearance for this button,,Velg et annet utseende på denne knappen,,TXT,,WIN,Access,Ver 2.0. Status bar text for menu item
Picture,,Bilde,,TXT,,WIN,Access,Ver 2.0. Property or event
Place holder,,Plassholder,,TXT,,WIN,Access,Ver 2.0. Status bar text for menu item
Pop Up,,Popup,,TXT,,WIN,Access,Ver 2.0. Property or event
Portrait,r,Stående,å,BUT,,WIN,Access,Ver 2.0.
Preview,P,Forhåndsvisning,o,BUT,,WIN,Access,Ver 2.0.
Preview report '|',,Forhåndsvis rapporten \@|\@,,TXT,,WIN,Access,Ver 2.0.
Previous,P,Forrige,r,COM,,WIN,Access,Ver 2.0. Item in a submenu
Previous,,Forrige,,TXT,,WIN,Access,Ver 2.0. Menu item command (only appears in error messageboxes)
Previous Control,,ForrigeKontroll,,TXT,,WIN,Access,Ver 2.0. Property or event
Previous Procedure,,Forrige prosedyre,,GBN,,WIN,Access,Ver 2.0. Tooltip text
Previous Procedure\\tCtrl+Up,e,Forrige prosedyre\\tCtrl+Pil opp,r,COM,,WIN,Access,Ver 2.0.
Previous Record,,Forrige post,,GBN,,WIN,Access,Ver 2.0. Tooltip text
PreviousProcedure,,Forrige prosedyre,,TXT,,WIN,Access,Ver 2.0. Menu/toolbar button command name (only appears in error messageboxes when command cannot complete)
Primary,,Primær,,TXT,,WIN,Access,Ver 2.0. Index object editor property
Print,,SkrivUt,,MAC,,WIN,Access,Ver 2.0.
Print,,Skriv ut,,TDB,,WIN,Access,Ver 2.0.
Print Definition,,Skriv ut definisjon,,GBN,,WIN,Access,Ver 2.0. Tooltip text
Print Definition...,f,Skriv ut definisjon...,f,COM,,WIN,Access,Ver 2.0.
Print Definition...,,Skriv ut definisjon...,,COM,,WIN,Access,Ver 2.0. Popup menu item (no hotkey)
Print Preview,v,Forhåndsvisning,v,COM,,WIN,Access,Ver 2.0.
Print Preview,,Forhåndsvisning,,GBN,,WIN,Access,Ver 2.0. Tooltip text
Print Quality,,Utskriftskvalitet,,ARG,,WIN,Access,Ver 2.0. Macro Argument name
Print Quality:,Q,Utskriftskvalitet,U,DIA,,WIN,Access,Ver 2.0.
Print Range,,Utskriftsområde,,BUT,,WIN,Access,Ver 2.0.
Print Range,,Utskriftsområde,,ARG,,WIN,Access,Ver 2.0. Macro Argument name
Print Security,,Skriv ut sikkerhet,,TXT,,WIN,Access,Ver 2.0. Status bar text for menu item
Print Security,,Skriv ut sikkerhet,,TXT,,WIN,Access,Ver 2.0. Status bar text for menu item
Print Security...,r,Skriv ut sikkerhet...,u,COM,,WIN,Access,Ver 2.0.
Print Setup,,Skriveroppsett,,TDB,,WIN,Access,Ver 2.0.
Print Setup,,Skriveroppsett,,GBN,,WIN,Access,Ver 2.0. Tooltip text
Print Setup...,r,Skriveroppsett...,o,COM,,WIN,Access,Ver 2.0.
Print to File,l,Skriv til fil,v,BUT,,WIN,Access,Ver 2.0.
Print...,,Skriv ut...,,COM,,WIN,Access,Ver 2.0. Popup menu item (no hotkey)
Print...\\tCtrl+P,P,Skriv ut...\\tCtrl+P,u,COM,,WIN,Access,Ver 2.0.
PrintArea,,SkrivUtOmråde,,TXT,,WIN,Access,Ver 2.0.
PrintCount,,AntallUtskrifter,,TXT,,WIN,Access,Ver 2.0. Property or event
Printer,,Skriver,,BUT,,WIN,Access,Ver 2.0.
Printing,,Utskrift,,TXT,,WIN,Access,Ver 2.0. Options Categories
PrintPreview,,Forhåndsvisning,,TXT,,WIN,Access,Ver 2.0. Menu item command (only appears in error messageboxes)
PrintSection,,SkrivUtInndeling,,TXT,,WIN,Access,Ver 2.0. Property or event
PrintSetup,,Utskriftsformat,,TXT,,WIN,Access,Ver 2.0. Menu item command (only appears in error messageboxes)
PrintTitles,,SkrivUtTitler,,TXT,,WIN,Access,Ver 2.0.
Procedure Name,,Prosedyrenavn,,ARG,,WIN,Access,Ver 2.0. Status bar text for menu item or toolbar button
Procedures,,Prosedyrer,,GBN,,WIN,Access,Ver 2.0. Tooltip text
Procedures...\\tF2,r,Prosedyrer...\\tF2,P,COM,,WIN,Access,Ver 2.0.
Procedures:,P,Prosedyrer:,r,DIA,,WIN,Access,Ver 2.0.
ProcedureStep,,Prosedyresteg,,TXT,,WIN,Access,Ver 2.0. Menu/toolbar button command name (only appears in error messageboxes when command cannot complete)
Program Flow,,Programflyt,,TXT,,WIN,Access,Ver 2.0. Strings found in Expression Builder
Properties,,Egenskaper,,GBN,,WIN,Access,Ver 2.0. Tooltip text
Properties...,P,Egenskaper...,E,COM,,WIN,Access,Ver 2.0.
Properties...,,Egenskaper...,,COM,,WIN,Access,Ver 2.0. Popup menu item (no hotkey)
Property,,Egenskap,,TXT,,WIN,Access,Ver 2.0.
Pts,,Pkt,,TXT,,WIN,Access,Ver 2.0.
Publish It with MS Word,,Utgi data med MS Word,,TXT,,WIN,Access,Ver 2.0. Status bar text for menu item or toolbar button
Queries,Q,Spørringer,S,COM,,WIN,Access,Ver 2.0.
Queries,Q,Spørringer,S,BUT,,WIN,Access,Ver 2.0.
Queries,,Spørringer,,TXT,,WIN,Access,Ver 2.0. Menu item command (only appears in error messageboxes)
Query,Q,Spørring,S,MNU,,WIN,Access,Ver 2.0.
Query,,Spørring,,TXT,,WIN,Access,Ver 2.0.
Query Builder,,Spørreverktøy,,TXT,,WIN,Access,Ver 2.0. List box item: type of builder that user can call
Query Builder: ,,Spørreverktøy: ,,TDB,,WIN,Access,Ver 2.0.
Query Datasheet,,Dataark for spørring,,TXT,,WIN,Access,Ver 2.0. Menu Bar Item Names
Query Design,D,Spørredesign,g,COM,,WIN,Access,Ver 2.0.
Query Design,,Spørredesign,,TXT,,WIN,Access,Ver 2.0. Options Categories
Query Name,,Navn på spørring,,ARG,,WIN,Access,Ver 2.0. Macro Argument name
Query Name:,N,Navn på spørring:,s,TXB,,WIN,Access,Ver 2.0.
Query Name:,N,Navn på spørring:,s,TXB,,WIN,Access,Ver 2.0.
Query Parameters,,Spørreparametere,,TDB,,WIN,Access,Ver 2.0.
Query Properties,,Spørreegenskaper,,TDB,,WIN,Access,Ver 2.0.
Query Properties,,Spørreegenskaper,,TXT,,WIN,Access,Ver 2.0. Text in query property sheet
Query: ,,Spørring: ,,TXT,,WIN,Access,Ver 2.0. Tool tip text and status bar text
QueryDesign,,Spørredesign,,TXT,,WIN,Access,Ver 2.0. Menu item command (only appears in error messageboxes)
QueryProperties,,Spørreegenskaper,,TXT,,WIN,Access,Ver 2.0. Menu item command (only appears in error messageboxes)
Quick Sort,Q,Hurtigsortering,H,COM,,WIN,Access,Ver 2.0.
Quick Sort Ascending,,Hurtigsortering stigende,,COM,,WIN,Access,Ver 2.0. Could be used as popup menu item (no hotkey) or tooltip text
Quick Sort Descending,,Hurtigsortering synkende,,COM,,WIN,Access,Ver 2.0. Could be used as popup menu item (no hotkey) or tooltip text
Quit,,Avslutt,,MAC,,WIN,Access,Ver 2.0.
Raised Appearance,,Hevet utseende,,TXT,,WIN,Access,Ver 2.0. Tool tip text and status bar text
Range,,Område,,ARG,,WIN,Access,Ver 2.0. Macro Argument name
Read Data,e,Lese data,e,BUT,,WIN,Access,Ver 2.0.
Read Design,R,Lese design,n,BUT,,WIN,Access,Ver 2.0.
Read Design,R,Lese design,n,CHX,,WIN,Access,Ver 2.0. Dynamic checkbox in permissions dialog
Read Only,R,Skrivebeskyttet,v,BUT,,WIN,Access,Ver 2.0.
Ready,,Klar,,TXT,,WIN,Access,Ver 2.0.
Record Count,,AntallPoster,,TXT,,WIN,Access,Ver 2.0. Property or event
Record Locks,,Postlåsing,,TXT,,WIN,Access,Ver 2.0. Property or event
Record Selectors,,Postvelgere,,TXT,,WIN,Access,Ver 2.0. Property or event
Record Source,,Postkilde,,TXT,,WIN,Access,Ver 2.0. Property or event
Records,R,Poster,P,MNU,,WIN,Access,Ver 2.0.
Records,,Poster,,TXT,,WIN,Access,Ver 2.0.
RecordsetClone,,Postsettkopi,,TXT,,WIN,Access,Ver 2.0. Property or event
Rectangle,,Rektangel,,TDB,,WIN,Access,Ver 2.0. Title of Property Box
Refresh,R,Oppdater,O,COM,,WIN,Access,Ver 2.0.
Refresh,,Oppdater,,TXT,,WIN,Access,Ver 2.0. Menu item command (only appears in error messageboxes)
Refresh Interval (sec),,Oppdateringsintervall (sek.),,TXT,,WIN,Access,Ver 2.0. Options Preference Items
Relationships,R,Relasjoner,s,MNU,,WIN,Access,Ver 2.0.
Relationships,,Relasjoner,,GBN,,WIN,Access,Ver 2.0. Tooltip text
Relationships...,R,Relasjoner...,s,COM,,WIN,Access,Ver 2.0.
Relationships...,,Relasjoner...,,COM,,WIN,Access,Ver 2.0. Popup menu item (no hotkey)
Remove Table,e,Fjern tabell,F,COM,,WIN,Access,Ver 2.0.
Remove Table,,Fjern tabell,,GBN,,WIN,Access,Ver 2.0. Tooltip text
RemoveTable,,Fjern tabell,,TXT,,WIN,Access,Ver 2.0. Menu item command (only appears in error messageboxes)
Rename,,GiNyttNavn,,MAC,,WIN,Access,Ver 2.0.
Rename |,,Gi | nytt navn,,TDB,,WIN,Access,Ver 2.0.
Rename tblConstants_To_Menus,,Gi tblConstants_To_Menus nytt navn,,TDB,,WIN,Access,Ver 2.0.
Rename Toolbar,,Endre navn på verktøylinje,,TDB,,WIN,Access,Ver 2.0.
Rename...,m,Gi nytt navn...,G,COM,,WIN,Access,Ver 2.0.
Rename...,m,Gi nytt navn...,y,BUT,,WIN,Access,Ver 2.0.
Rename...,,Gi nytt navn...,,COM,,WIN,Access,Ver 2.0. Popup menu item (no hotkey)
RepaintObject,,OppdaterObjekt,,MAC,,WIN,Access,Ver 2.0.
Repair,,Reparerer,,GBN,,WIN,Access,Ver 2.0. Tooltip text
Repair Database,,Reparer database,,TDB,,WIN,Access,Ver 2.0.
Repair Database...,R,Reparer database...,R,COM,,WIN,Access,Ver 2.0.
RepairDatabase,,Reparer database,,TXT,,WIN,Access,Ver 2.0. Menu item command (only appears in error messageboxes)
Repeat Count,,Antall kjøringer,,ARG,,WIN,Access,Ver 2.0. Macro Argument name
Replace,R,Erstatt,E,BUT,,WIN,Access,Ver 2.0.
Replace,,Erstatt,,GBN,,WIN,Access,Ver 2.0. Tooltip text
Replace All,l,Erstatt alle,a,BUT,,WIN,Access,Ver 2.0.
Replace in field: '|',,Erstatt i feltet: \@|\@,,TDB,,WIN,Access,Ver 2.0. Context sensitive title of dialog box
Replace succeeded,,Erstatt ferdig,,TXT,,WIN,Access,Ver 2.0.
Replace With:,R,Erstatt med:,E,TXB,,WIN,Access,Ver 2.0.
Replace...\\tCtrl+H,R,Erstatt...\\tCtrl+H,r,COM,,WIN,Access,Ver 2.0.
Replaced  |1 occurrence(s) of '|2',,Byttet ut |1 forekomst(er) av \@|2\@,,TXT,,WIN,Access,Ver 2.0.
Report,R,Rapport,R,COM,,WIN,Access,Ver 2.0. Item in a submenu
Report,,Rapport,,TXT,,WIN,Access,Ver 2.0. Property or event
Report Design,,Rapportdesign,,TXT,,WIN,Access,Ver 2.0.
Report Footer,,Bunntekst i rapport,,TXT,,WIN,Access,Ver 2.0. Section label in form or report design
Report Header,,Topptekst i rapport,,TXT,,WIN,Access,Ver 2.0. Section label in form or report design
Report Header/Footer,H,Topptekst/bunntekst i rapport,T,COM,,WIN,Access,Ver 2.0.
Report Header/Footer,,Topptekst/bunntekst i rapport,,GBN,,WIN,Access,Ver 2.0. Tooltip text
Report Name,,Rapportnavn,,ARG,,WIN,Access,Ver 2.0. Macro Argument name
Report Name:,N,Rapportnavn:,n,TXB,,WIN,Access,Ver 2.0.
Report Name:,N,Rapportnavn:,n,TXB,,WIN,Access,Ver 2.0.
Report Template,,Rapportmal,,TXT,,WIN,Access,Ver 2.0. Options Preference Items
Report.,,Rapport.,,TXT,,WIN,Access,Ver 2.0. Dropdown values in listbox
Report: ,,Rapport: ,,TXT,,WIN,Access,Ver 2.0. Tool tip text and status bar text
ReportFooter,,Bunntekst i rapport,,TXT,,WIN,Access,Ver 2.0.
ReportHdr/Ftr,,Topptekst/bunntekst i rapport,,TXT,,WIN,Access,Ver 2.0. Menu item command (only appears in error messageboxes)
ReportHeader,,Topptekst i rapport,,TXT,,WIN,Access,Ver 2.0.
Reports,R,Rapporter,R,COM,,WIN,Access,Ver 2.0.
Reports,,Rapporter,,TXT,,WIN,Access,Ver 2.0. Menu item command (only appears in error messageboxes)
Requery,,SpørPåNytt,,MAC,,WIN,Access,Ver 2.0.
Required,,Obligatorisk,,TXT,,WIN,Access,Ver 2.0. Property or event
Reset,R,Tilbakestill,T,COM,,WIN,Access,Ver 2.0.
Reset,R,Tilbakestill,T,BUT,,WIN,Access,Ver 2.0.
Reset,,Tilbakestill,,GBN,,WIN,Access,Ver 2.0. Tooltip text
Reset Button Face,,Gjenopprett knapp,,TXT,,WIN,Access,Ver 2.0. Status bar text for menu item or toolbar button
ResetButtonFace,,Gjenopprett knapp,,TXT,,WIN,Access,Ver 2.0. Menu/toolbar button command name (only appears in error messageboxes when command cannot complete)
Restore,,Gjenopprett,,MAC,,WIN,Access,Ver 2.0.
Result,,Resultat,,BUT,,WIN,Access,Ver 2.0.
Retry,R,Prøv igjen,P,BUT,,WIN,Access,Ver 2.0. Button on Message Box
Returns Records,,ReturnerPoster,,TXT,,WIN,Access,Ver 2.0. Property or event
Right,R,Høyre,H,COM,,WIN,Access,Ver 2.0. Item in a submenu
Right Margin,,Høyre marg,,TXT,,WIN,Access,Ver 2.0. Options Preference Items
Right-Align Text,,Høyrejuster tekst,,TXT,,WIN,Access,Ver 2.0. Tool tip text and status bar text
Right-align text within control,,Høyrejuster tekst innenfor kontrollen,,TXT,,WIN,Access,Ver 2.0. Tool tip text and status bar text
Right:,g,Høyre:,H,TXB,,WIN,Access,Ver 2.0.
Row,,Rad,,TXT,,WIN,Access,Ver 2.0.
Row Heading,,Radoverskrift,,TXT,,WIN,Access,Ver 2.0. List box item
Row Height,,Radhøyde,,TDB,,WIN,Access,Ver 2.0.
Row Height,,Radhøyde,,GBN,,WIN,Access,Ver 2.0. Tooltip text
Row Height...,R,Radhøyde...,R,COM,,WIN,Access,Ver 2.0.
Row Height...,,Radhøyde...,,COM,,WIN,Access,Ver 2.0. Popup menu item (no hotkey)
Row Height:,R,Radhøyde:,R,TXB,,WIN,Access,Ver 2.0.
Row Properties,,Radegenskaper,,TXT,,WIN,Access,Ver 2.0.
Row Source,,Radkilde,,TXT,,WIN,Access,Ver 2.0. Property or event
Row Source Type,,Radkildetype,,TXT,,WIN,Access,Ver 2.0. Property or event
Row Source Type Int,,RadkildetypeHeltall,,TXT,,WIN,Access,Ver 2.0. Property or event
Row Spacing:,w,Radavstand:,n,TXB,,WIN,Access,Ver 2.0.
Row too long,,Raden er for lang,,TXT,,WIN,Access,Ver 2.0.
RowHeight,,Radhøyde,,TXT,,WIN,Access,Ver 2.0. Menu item command (only appears in error messageboxes)
Ruler,R,Linjal,i,COM,,WIN,Access,Ver 2.0.
Ruler,,Linjal,,GBN,,WIN,Access,Ver 2.0. Tooltip text
Run,R,Kjør,K,COM,,WIN,Access,Ver 2.0.
Run,,Kjør,,GBN,,WIN,Access,Ver 2.0. Tooltip text
Run Macro,,Kjør makro,,TDB,,WIN,Access,Ver 2.0.
Run Macro,,Kjør makro,,GBN,,WIN,Access,Ver 2.0. Tooltip text
Run macro '|',,Kjør makroen \@|\@,,TXT,,WIN,Access,Ver 2.0.
Run Macro...,u,Kjør makro...,K,COM,,WIN,Access,Ver 2.0.
Run Permissions,,Kjør tillatelser,,TXT,,WIN,Access,Ver 2.0. Options Preference Items
Run query '|',,Kjør spørringen \@|\@,,TXT,,WIN,Access,Ver 2.0.
RunApp,,KjørProgram,,MAC,,WIN,Access,Ver 2.0.
RunCode,,KjørBasicKode,,MAC,,WIN,Access,Ver 2.0.
RunMacro,,KjørMakro,,MAC,,WIN,Access,Ver 2.0.
Running query,,Kjører spørring,,TXT,,WIN,Access,Ver 2.0.
Running Sum,,LøpendeTotal,,TXT,,WIN,Access,Ver 2.0. Property or event
"Runs the specified SQL statement for an action query (INSERT INTO, DELETE, UPDATE, SELECT...INTO).  You can use the statement to modify data in the current  database or in another database (using the IN clause).  Press F1 for help on this action.",,"Kjører den angitte SQL-setningen for en redigeringsspørring (INSERT INTO, DELETE, UPDATE, SELECT...INTO). Du kan bruke setningen til å endre data i den gjeldende databasen eller i en annen database (ved hjelp av en IN-setningsdel). Trykk F1 hvis du vil ha",,TXT,,WIN,Access,Ver 2.0. Hint text for macro action
RunSQL,,KjørSQL,,MAC,,WIN,Access,Ver 2.0.
Same as Detail,a,Samme som detalj,j,BUT,,WIN,Access,Ver 2.0.
Sample,,Eksempel,,BUT,,WIN,Access,Ver 2.0.
Sample Preview,m,Hurtigvisning,H,COM,,WIN,Access,Ver 2.0.
Sample Preview,,Hurtigvisning,,GBN,,WIN,Access,Ver 2.0. Tooltip text
SamplePreview,,Hurtigvisning,,TXT,,WIN,Access,Ver 2.0. Menu/toolbar button command name (only appears in error messageboxes when command cannot complete)
Saturday,,Lørdag,,TXT,,WIN,Access,Ver 2.0. Dropdown value in listbox
Save,,Lagre,,GBN,,WIN,Access,Ver 2.0. Tooltip text
Save As,,Lagre som,,TDB,,WIN,Access,Ver 2.0.
Save As,,Lagre som,,GBN,,WIN,Access,Ver 2.0. Tooltip text
Save as Query,,Lagre som spørring,,GBN,,WIN,Access,Ver 2.0. Tooltip text
Save As Query...,A,Lagre som spørring...,s,COM,,WIN,Access,Ver 2.0.
Save As Query...,,Lagre som spørring...,,COM,,WIN,Access,Ver 2.0. Popup menu item (no hotkey)
Save As Report,,Lagre som rapport,,GBN,,WIN,Access,Ver 2.0. Tooltip text
Save As Report...,o,Lagre som rapport...,m,COM,,WIN,Access,Ver 2.0.
Save As...,A,Lagre som...,s,COM,,WIN,Access,Ver 2.0.
Save As...,v,Lagre som...,s,BUT,,WIN,Access,Ver 2.0.
Save Form As Report,,Lagre skjema som rapport,,TDB,,WIN,Access,Ver 2.0.
Save Form As Report,,Lagre skjema som rapport,,TDB,,WIN,Access,Ver 2.0. For Save As Report dialog
Save Form As...,A,Lagre skjema som...,s,COM,,WIN,Access,Ver 2.0.
Save Form\\tCtrl+S,S,Lagre skjema\\tCtrl+S,g,COM,,WIN,Access,Ver 2.0.
Save Layout,S,Lagre oppsett,g,COM,,WIN,Access,Ver 2.0.
Save layout,,Lagre oppsett,,GBN,,WIN,Access,Ver 2.0. Tooltip text
Save Query As...,A,Lagre spørring som...,s,COM,,WIN,Access,Ver 2.0.
Save Query\\tCtrl+S,S,Lagre spørring\\tCtrl+S,g,COM,,WIN,Access,Ver 2.0.
Save Record,,Lagre post,,GBN,,WIN,Access,Ver 2.0. Tooltip text
Save Record\\tShift+Enter,o,Lagre post\\tSkift+Enter,p,COM,,WIN,Access,Ver 2.0.
Save Specification As,,Lagre spesifikasjon som,,TXT,,WIN,Access,Ver 2.0.
Save Specification As,,Lagre spesifikasjon som,,TDB,,WIN,Access,Ver 2.0.
Save Table,,Lagre tabell,,GBN,,WIN,Access,Ver 2.0. Tooltip text
Save Table\\tCtrl+S,S,Lagre tabell\\tCtrl+S,g,COM,,WIN,Access,Ver 2.0.
Save Text,,Lagre tekst,,TDB,,WIN,Access,Ver 2.0.
Save Text,,Lagre tekst,,GBN,,WIN,Access,Ver 2.0. Tooltip text
Save Text...,T,Lagre tekst...,t,COM,,WIN,Access,Ver 2.0.
Save\\tCtrl+S,S,Lagre\\tCtrl+S,g,COM,,WIN,Access,Ver 2.0.
SaveAs,,Lagre som,,TXT,,WIN,Access,Ver 2.0. Menu item command (only appears in error messageboxes)
SaveAsQuery,,Lagre som spørring,,TXT,,WIN,Access,Ver 2.0. Menu item command (only appears in error messageboxes)
